grid_x,grid_y
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
91,72
