grid_x,grid_y
89,80
89,80
89,80
88,80
88,80
89,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
89,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
89,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
89,80
89,80
89,80
89,80
89,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
88,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
89,80
88,79
89,80
88,80
88,79
88,80
88,79
90,81
90,81
89,80
89,80
89,80
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,80
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,79
89,80
89,80
89,80
90,81
90,81
89,79
89,79
89,79
89,79
89,79
88,80
88,79
89,76
89,73
87,73
84,68
84,61
86,55
90,60
89,67
90,73
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,49
138,49
138,49
138,49
138,49
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,50
138,49
138,49
138,50
138,50
138,49
138,49
138,49
